mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_min_child_weight,param_max_depth,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
370.54001355171204,2.3080239164106273,1.673413594563802,0.015556218934141837,0.5,8,6,3,0.5,"{'subsample': 0.5, 'min_child_weight': 8, 'max_depth': 6, 'gamma': 3, 'colsample_bytree': 0.5}",0.9079472348199431,0.9048901867978022,0.9088760875078917,0.9072378206848681,0.0017027880038725893,22
268.3907784620921,3.6322980570692005,1.200101613998413,0.028144523061382234,0.5,8,4,3,0.5,"{'subsample': 0.5, 'min_child_weight': 8, 'max_depth': 4, 'gamma': 3, 'colsample_bytree': 0.5}",0.9072852318006849,0.9038834794906307,0.9088027810824718,0.9066571384898845,0.0020567980191371835,39
345.33716718355817,1.9166832306305261,1.4117748737335205,0.021053050766290115,0.6,8,5,5,0.55,"{'subsample': 0.6, 'min_child_weight': 8, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.55}",0.908202175801875,0.9044876521213654,0.909077817028622,0.9072558668591342,0.0019897984009780143,20
371.3285087744395,4.306940343873588,1.4592385292053223,0.05416006661063235,0.55,8,5,5,0.6,"{'subsample': 0.55, 'min_child_weight': 8, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.6}",0.907654186630204,0.904345278529045,0.909324924002175,0.9071081014980827,0.002069256534509512,32
430.3856398264567,4.474941421926256,1.7498027483622234,0.03472394833479849,0.55,7,6,5,0.6,"{'subsample': 0.55, 'min_child_weight': 7, 'max_depth': 6, 'gamma': 5, 'colsample_bytree': 0.6}",0.9079291444404067,0.904087774477128,0.9091219514197817,0.9070462699633318,0.002147901111630411,33
370.0634696483612,2.2694147079168476,1.479974349339803,0.040476134162454894,0.55,7,5,3,0.6,"{'subsample': 0.55, 'min_child_weight': 7, 'max_depth': 5, 'gamma': 3, 'colsample_bytree': 0.6}",0.907706383131714,0.9043229617392838,0.9092994583444336,0.9071095741613016,0.002074990562167126,31
434.4078923861186,5.614475846804114,1.673226277033488,0.019467142877996963,0.6,8,6,4,0.6,"{'subsample': 0.6, 'min_child_weight': 8, 'max_depth': 6, 'gamma': 4, 'colsample_bytree': 0.6}",0.9084735200958126,0.9043831155798515,0.9089062517106353,0.907254288485654,0.0020378975364751693,21
343.0620095729828,5.876839113486341,1.4486867586771648,0.023075928289365687,0.5,8,5,5,0.55,"{'subsample': 0.5, 'min_child_weight': 8, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.55}",0.907728736776497,0.9048533418577313,0.9090335571908722,0.9072051899004424,0.0017462399585686703,25
318.6917274792989,2.3708809664533184,1.5133715470631917,0.09752885587513659,0.5,6,5,3,0.5,"{'subsample': 0.5, 'min_child_weight': 6, 'max_depth': 5, 'gamma': 3, 'colsample_bytree': 0.5}",0.9078746567188045,0.9049393589988504,0.9090510855007462,0.9072883472003568,0.0017290277319868222,16
289.62692284584045,2.7187318708203603,1.2215980688730876,0.03969133655688217,0.6,7,4,4,0.55,"{'subsample': 0.6, 'min_child_weight': 7, 'max_depth': 4, 'gamma': 4, 'colsample_bytree': 0.55}",0.9075023961488535,0.9038089115354699,0.908952347630291,0.9067545272787007,0.002165345069245358,34
370.8105426629384,4.177018214440357,1.7341262499491374,0.027775338478214433,0.5,6,6,4,0.5,"{'subsample': 0.5, 'min_child_weight': 6, 'max_depth': 6, 'gamma': 4, 'colsample_bytree': 0.5}",0.9081384206079585,0.9050616623050286,0.9090047386879108,0.9074015925663007,0.0016919578352003924,3
430.68115250269574,2.5310980636364664,1.6695795853932698,0.04018566495508705,0.6,6,6,4,0.6,"{'subsample': 0.6, 'min_child_weight': 6, 'max_depth': 6, 'gamma': 4, 'colsample_bytree': 0.6}",0.9081714780122778,0.9045144619183654,0.90893786425128,0.9072079217813755,0.0019300917925824078,24
373.10454567273456,2.653067708145052,1.4300601482391357,0.04054189322328366,0.6,6,5,5,0.6,"{'subsample': 0.6, 'min_child_weight': 6, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.6}",0.9078758536248231,0.9044358342916895,0.9093139645319154,0.9072085265233184,0.0020466081537424837,23
309.74867312113446,1.1726738253703524,1.2007815837860107,0.02792644646946956,0.6,8,4,3,0.6,"{'subsample': 0.6, 'min_child_weight': 8, 'max_depth': 4, 'gamma': 3, 'colsample_bytree': 0.6}",0.9075539770986967,0.9036670168931599,0.9086760230055361,0.9066323200453326,0.0021462391668015295,41
290.02065420150757,2.0248852318431303,1.1985234419504802,0.015774885546342283,0.55,6,4,3,0.55,"{'subsample': 0.55, 'min_child_weight': 6, 'max_depth': 4, 'gamma': 3, 'colsample_bytree': 0.55}",0.9075671658631095,0.9035791295662867,0.908747938114232,0.9066313912353953,0.0022114522752996733,42
398.18560576438904,1.901711454912989,1.684220552444458,0.023272050046218826,0.6,8,6,5,0.55,"{'subsample': 0.6, 'min_child_weight': 8, 'max_depth': 6, 'gamma': 5, 'colsample_bytree': 0.55}",0.908254896662212,0.9046912742971341,0.9090992797997235,0.907348469322887,0.00191028091720123,7
431.2542028427124,2.5308845525017314,1.6716376145680745,0.025867187698155884,0.6,6,6,5,0.6,"{'subsample': 0.6, 'min_child_weight': 6, 'max_depth': 6, 'gamma': 5, 'colsample_bytree': 0.6}",0.9082675838660078,0.9041824697362892,0.9089910079884389,0.9071470083100368,0.0021169478550216005,28
317.72874848047894,4.327570416525155,1.4389500617980957,0.029854335472856024,0.5,8,5,3,0.5,"{'subsample': 0.5, 'min_child_weight': 8, 'max_depth': 5, 'gamma': 3, 'colsample_bytree': 0.5}",0.9078450304450714,0.9050122848396905,0.9094546585845611,0.9074372974329836,0.0018363442385020002,1
315.8049795627594,2.8420198977028437,1.458809534708659,0.012030955335283368,0.5,7,5,5,0.5,"{'subsample': 0.5, 'min_child_weight': 7, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.5}",0.9078319784699177,0.9049407274274509,0.9091033054948344,0.9072919823219195,0.0017417171190342385,15
397.7196184794108,1.3512395023168984,1.7009932200113933,0.00848904725214271,0.55,6,6,4,0.55,"{'subsample': 0.55, 'min_child_weight': 6, 'max_depth': 6, 'gamma': 4, 'colsample_bytree': 0.55}",0.9083918455089339,0.9044387992203242,0.9089856594020165,0.9072720913462821,0.002018053837725663,17
266.00624593098956,1.231104809545857,1.2136516571044922,0.014667539358576653,0.5,8,4,4,0.5,"{'subsample': 0.5, 'min_child_weight': 8, 'max_depth': 4, 'gamma': 4, 'colsample_bytree': 0.5}",0.9072585350969208,0.9039146340484375,0.908744710715602,0.9066392681822448,0.0020198849576652466,40
372.74092268943787,1.095423136279267,1.7183091640472412,0.036188302983450125,0.55,6,6,3,0.5,"{'subsample': 0.55, 'min_child_weight': 6, 'max_depth': 6, 'gamma': 3, 'colsample_bytree': 0.5}",0.908407564874643,0.9047105463332591,0.9087770189146088,0.9072983704666205,0.0018360735970597726,12
284.87339846293133,1.2840216948119059,1.2090098857879639,0.027734678679427922,0.5,6,4,4,0.55,"{'subsample': 0.5, 'min_child_weight': 6, 'max_depth': 4, 'gamma': 4, 'colsample_bytree': 0.55}",0.9076061166046818,0.9036541194535992,0.9087216285430678,0.9066606026903574,0.002174135507897852,37
266.1085340976715,1.503455121670009,1.2120390733083088,0.03709160182872975,0.5,7,4,4,0.5,"{'subsample': 0.5, 'min_child_weight': 7, 'max_depth': 4, 'gamma': 4, 'colsample_bytree': 0.5}",0.9074153525835489,0.9039082594518731,0.9086570805704672,0.9066602098931406,0.0020108697157826916,38
426.59720945358276,2.8465277716292796,1.6625012556711833,0.016369396201709196,0.6,7,6,3,0.6,"{'subsample': 0.6, 'min_child_weight': 7, 'max_depth': 6, 'gamma': 3, 'colsample_bytree': 0.6}",0.9086077673546644,0.9044525063134734,0.908820776965999,0.9072936799465163,0.0020108943256545073,14
306.8307379086812,2.194043600471225,1.188601016998291,0.011200304997809782,0.6,6,4,3,0.6,"{'subsample': 0.6, 'min_child_weight': 6, 'max_depth': 4, 'gamma': 3, 'colsample_bytree': 0.6}",0.907536148898574,0.9036757292219171,0.9085698837862791,0.9065939031735571,0.002106174472489799,46
317.5015780925751,3.4883917844380403,1.4676270484924316,0.023989377079620643,0.55,6,5,3,0.5,"{'subsample': 0.55, 'min_child_weight': 6, 'max_depth': 5, 'gamma': 3, 'colsample_bytree': 0.5}",0.9081420797206435,0.9044316035665994,0.9093154584867582,0.9072963607704116,0.0020815586802368337,13
366.13507437705994,1.5639260021168293,1.668506145477295,0.021941590597454406,0.55,6,6,5,0.5,"{'subsample': 0.55, 'min_child_weight': 6, 'max_depth': 6, 'gamma': 5, 'colsample_bytree': 0.5}",0.9085598569166111,0.9046300257136857,0.9089669108389503,0.9073855909470555,0.0019555524437412227,5
334.5460950533549,0.6926910677256465,1.4377920627593994,0.026827624443032255,0.5,7,5,3,0.55,"{'subsample': 0.5, 'min_child_weight': 7, 'max_depth': 5, 'gamma': 3, 'colsample_bytree': 0.55}",0.9079684371551272,0.9046875111184824,0.9089056929030986,0.9071871978932793,0.0018084869482125694,27
391.9036440849304,2.5195833919207677,1.6487919489542644,0.035022404179679216,0.6,6,6,5,0.55,"{'subsample': 0.6, 'min_child_weight': 6, 'max_depth': 6, 'gamma': 5, 'colsample_bytree': 0.55}",0.9081947549845608,0.9045986772951604,0.9091264789012522,0.9073066213214789,0.0019522206161073754,11
279.7743016084035,2.3578491440942693,1.1909661293029785,0.02579362148942224,0.5,7,4,4,0.55,"{'subsample': 0.5, 'min_child_weight': 7, 'max_depth': 4, 'gamma': 4, 'colsample_bytree': 0.55}",0.9077767498064946,0.9037679613095971,0.9086226397794329,0.9067224360095849,0.0021174785360219875,35
302.48154433568317,1.4723391526151193,1.1818126042683919,0.007378597580010166,0.55,6,4,5,0.6,"{'subsample': 0.55, 'min_child_weight': 6, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 0.6}",0.9073388645894169,0.9035383275868455,0.9087558526536286,0.9065443243406167,0.0022028732986720256,49
364.208655834198,1.7112352448519113,1.794978380203247,0.09373183341413346,0.55,8,6,3,0.5,"{'subsample': 0.55, 'min_child_weight': 8, 'max_depth': 6, 'gamma': 3, 'colsample_bytree': 0.5}",0.9082208133384484,0.9049212615306075,0.9090692068308633,0.9074037462354265,0.0017892252720616607,2
259.63674394289654,1.9496712572743309,1.2132614453633626,0.03921246378097906,0.5,8,4,5,0.5,"{'subsample': 0.5, 'min_child_weight': 8, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 0.5}",0.9072061562097319,0.9038985322052372,0.9086892519186485,0.9065979550584902,0.0020025077652014714,45
359.50791271527606,1.399982819296851,1.6758766969045003,0.03773794646172716,0.5,6,6,3,0.5,"{'subsample': 0.5, 'min_child_weight': 6, 'max_depth': 6, 'gamma': 3, 'colsample_bytree': 0.5}",0.9081512332019083,0.9050023637323361,0.9090242969516934,0.907392616547365,0.0017273373473109743,4
383.390904823939,3.481586898085626,1.7519474824269612,0.10490012096070477,0.5,6,6,4,0.55,"{'subsample': 0.5, 'min_child_weight': 6, 'max_depth': 6, 'gamma': 4, 'colsample_bytree': 0.55}",0.9080986833281456,0.9050809229375818,0.9088284063995096,0.9073359918951341,0.001622164385908673,10
330.38262979189557,2.2027234243059093,1.4271920522054036,0.013286110741750653,0.5,8,5,3,0.55,"{'subsample': 0.5, 'min_child_weight': 8, 'max_depth': 5, 'gamma': 3, 'colsample_bytree': 0.55}",0.9078308727567387,0.9048147635747662,0.9089644361198594,0.9072033383354349,0.0017512297610926604,26
301.4805274804433,2.9867267851580452,1.1837245623270671,0.01666552429060481,0.55,8,4,4,0.6,"{'subsample': 0.55, 'min_child_weight': 8, 'max_depth': 4, 'gamma': 4, 'colsample_bytree': 0.6}",0.9072947500533077,0.9035010607146228,0.9087574948635324,0.9065177438348764,0.0022151280443958453,50
282.83902581532794,0.4964302684359607,1.184953212738037,0.010059780040409584,0.6,6,4,5,0.55,"{'subsample': 0.6, 'min_child_weight': 6, 'max_depth': 4, 'gamma': 5, 'colsample_bytree': 0.55}",0.9074450586510168,0.9036434571140862,0.9089255590812383,0.9066713332732381,0.0022247091054689245,36
413.28387053807575,3.818849807534529,1.7549590269724529,0.04253079371863712,0.5,8,6,5,0.6,"{'subsample': 0.5, 'min_child_weight': 8, 'max_depth': 6, 'gamma': 5, 'colsample_bytree': 0.6}",0.9077426208863109,0.9047623869700785,0.9092916578473913,0.9072655290679866,0.0018795689482605433,19
360.2256404558818,3.4814871363766704,1.7056485017140706,0.017455875214132142,0.5,7,6,5,0.5,"{'subsample': 0.5, 'min_child_weight': 7, 'max_depth': 6, 'gamma': 5, 'colsample_bytree': 0.5}",0.907872160314823,0.9051021335808914,0.9090416998149777,0.9073386448141623,0.0016519569268269162,9
333.2063112258911,3.0735614893917007,1.4317919413248699,0.011618444483723706,0.5,6,5,4,0.55,"{'subsample': 0.5, 'min_child_weight': 6, 'max_depth': 5, 'gamma': 4, 'colsample_bytree': 0.55}",0.9079921586925027,0.9047030769938142,0.9091167624926557,0.9072706470626508,0.0018726977812426736,18
283.49287668863934,0.9537483593477877,1.2782442569732666,0.024479994096172925,0.55,7,4,4,0.55,"{'subsample': 0.55, 'min_child_weight': 7, 'max_depth': 4, 'gamma': 4, 'colsample_bytree': 0.55}",0.9073373029120404,0.9036808722327409,0.9086315008703711,0.9065498701432294,0.0020963617444758483,48
315.3808374404907,3.0827237512304437,1.4504115581512451,0.0058797534388823625,0.55,8,5,3,0.5,"{'subsample': 0.55, 'min_child_weight': 8, 'max_depth': 5, 'gamma': 3, 'colsample_bytree': 0.5}",0.9080764892708317,0.9042764351668634,0.90906085893052,0.9071379111612582,0.002062891103278809,29
299.7018180688222,2.359951320012555,1.2003953456878662,0.010764967717398235,0.5,8,4,4,0.6,"{'subsample': 0.5, 'min_child_weight': 8, 'max_depth': 4, 'gamma': 4, 'colsample_bytree': 0.6}",0.9076704189556356,0.9035516925728446,0.9085380317566901,0.9065866997725209,0.002175107586491653,47
315.87299911181134,2.5953881874479396,1.4393986066182454,0.021033306701543065,0.55,7,5,5,0.5,"{'subsample': 0.55, 'min_child_weight': 7, 'max_depth': 5, 'gamma': 5, 'colsample_bytree': 0.5}",0.9079831875969165,0.9043740953546593,0.9090517925633437,0.9071363404539087,0.0020013291640108427,30
303.9302444458008,2.0268891570233087,1.1992650826772053,0.01307796895998061,0.6,7,4,3,0.6,"{'subsample': 0.6, 'min_child_weight': 7, 'max_depth': 4, 'gamma': 3, 'colsample_bytree': 0.6}",0.9075167818192849,0.9035400381225962,0.9087505382799128,0.9066024318997652,0.0022232454482715757,44
315.71521584192914,2.1704909541664987,1.464821418126424,0.027373299717397846,0.6,6,5,4,0.5,"{'subsample': 0.6, 'min_child_weight': 6, 'max_depth': 5, 'gamma': 4, 'colsample_bytree': 0.5}",0.9082452644185398,0.9044317061987445,0.9093451209031425,0.9073406785945048,0.0021053917086655007,8
409.02067828178406,9.047623896550121,1.524244785308838,0.3040147404762042,0.5,6,6,3,0.6,"{'subsample': 0.5, 'min_child_weight': 6, 'max_depth': 6, 'gamma': 3, 'colsample_bytree': 0.6}",0.9079909959837988,0.9048429418003666,0.9092185795066801,0.90735081836039,0.0018427920764754677,6
224.38750139872232,62.02919638369856,0.789209763209025,0.3812332273975976,0.55,8,4,4,0.55,"{'subsample': 0.55, 'min_child_weight': 8, 'max_depth': 4, 'gamma': 4, 'colsample_bytree': 0.55}",0.907495134919008,0.9036364325139364,0.9087009526642118,0.9066108196634983,0.0021600514336990355,43
